Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MAHEPC.NS,MAHEPC.NS,MAHEPC.NS,MAHEPC.NS,MAHEPC.NS,MAHEPC.NS
Date,,,,,,
2020-02-14 00:00:00+00:00,144.79127502441406,146.9499969482422,159.89999389648438,145.10000610351562,154.8000030517578,43230
2020-02-17 00:00:00+00:00,137.49998474121094,139.5500030517578,152.0,136.5,149.4499969482422,39556
2020-02-18 00:00:00+00:00,135.0859832763672,137.10000610351562,139.85000610351562,134.39999389648438,139.14999389648438,22063
2020-02-19 00:00:00+00:00,140.45591735839844,142.5500030517578,147.0,138.14999389648438,139.6999969482422,26735
2020-02-20 00:00:00+00:00,140.6037139892578,142.6999969482422,149.8000030517578,142.0,142.0,27458
2020-02-24 00:00:00+00:00,135.4308319091797,137.4499969482422,141.75,136.5500030517578,141.6999969482422,22992
2020-02-25 00:00:00+00:00,135.0859832763672,137.10000610351562,143.35000610351562,136.5500030517578,140.25,28918
2020-02-26 00:00:00+00:00,132.3763885498047,134.35000610351562,137.8000030517578,133.25,135.14999389648438,13003
2020-02-27 00:00:00+00:00,131.341796875,133.3000030517578,136.9499969482422,128.0,136.9499969482422,30754
2020-02-28 00:00:00+00:00,122.7203369140625,124.55000305175781,130.0,123.5,128.0,41920
2020-03-02 00:00:00+00:00,118.77910614013672,120.55000305175781,131.9499969482422,118.44999694824219,131.9499969482422,42189
2020-03-03 00:00:00+00:00,114.88713073730469,116.5999984741211,125.0,111.55000305175781,125.0,64667
2020-03-04 00:00:00+00:00,108.72894287109375,110.3499984741211,117.05000305175781,107.0999984741211,117.05000305175781,45253
2020-03-05 00:00:00+00:00,111.09368133544922,112.75,117.25,108.0,108.0,46636
2020-03-06 00:00:00+00:00,105.13256072998047,106.69999694824219,110.0,103.1500015258789,108.0,52824
2020-03-09 00:00:00+00:00,89.61392974853516,90.94999694824219,105.80000305175781,88.80000305175781,103.0999984741211,147573
2020-03-11 00:00:00+00:00,97.34861755371094,98.80000305175781,99.5999984741211,90.25,92.3499984741211,54591
2020-03-12 00:00:00+00:00,90.00804901123047,91.3499984741211,93.80000305175781,88.05000305175781,92.0,86985
2020-03-13 00:00:00+00:00,94.54047393798828,95.94999694824219,100.0,75.1500015258789,90.5,72667
2020-03-16 00:00:00+00:00,91.43675994873047,92.80000305175781,96.5,90.0,90.0,63118
2020-03-17 00:00:00+00:00,92.37279510498047,93.75,102.4000015258789,92.5,94.05000305175781,21337
2020-03-18 00:00:00+00:00,87.643310546875,88.94999694824219,98.0,85.94999694824219,93.75,61983
2020-03-19 00:00:00+00:00,86.90432739257812,88.19999694824219,92.0,81.0999984741211,85.0,28191
2020-03-20 00:00:00+00:00,90.54998016357422,91.9000015258789,93.4000015258789,87.80000305175781,90.05000305175781,28530
2020-03-23 00:00:00+00:00,78.3321304321289,79.5,87.30000305175781,75.5,75.5,21256
2020-03-24 00:00:00+00:00,78.52919006347656,79.69999694824219,88.5,77.55000305175781,81.0,11744
2020-03-25 00:00:00+00:00,81.09100341796875,82.30000305175781,87.0,75.0,79.5,38309
2020-03-26 00:00:00+00:00,81.58365631103516,82.80000305175781,90.0,70.80000305175781,80.55000305175781,65314
2020-03-27 00:00:00+00:00,75.81958770751953,76.94999694824219,87.6500015258789,76.19999694824219,84.0,47589
2020-03-30 00:00:00+00:00,73.15925598144531,74.25,82.9000015258789,73.94999694824219,77.0,31405
2020-03-31 00:00:00+00:00,73.25778198242188,74.3499984741211,81.5999984741211,73.5,81.5999984741211,66231
2020-04-01 00:00:00+00:00,75.08060455322266,76.19999694824219,78.69999694824219,75.0,75.25,28454
2020-04-03 00:00:00+00:00,76.21371459960938,77.3499984741211,78.94999694824219,76.19999694824219,78.9000015258789,44251
2020-04-07 00:00:00+00:00,86.95359802246094,88.25,90.19999694824219,79.05000305175781,80.0999984741211,82363
2020-04-08 00:00:00+00:00,85.22930145263672,86.5,91.0,84.69999694824219,88.0,51161
2020-04-09 00:00:00+00:00,88.28376007080078,89.5999984741211,91.1500015258789,87.4000015258789,88.25,24184
2020-04-13 00:00:00+00:00,86.90432739257812,88.19999694824219,90.0,87.5,89.5999984741211,23402
2020-04-15 00:00:00+00:00,94.83606719970703,96.25,103.0,91.05000305175781,97.0,99394
2020-04-16 00:00:00+00:00,101.97956848144531,103.5,112.0,93.5,97.0,400643
2020-04-17 00:00:00+00:00,103.99945831298828,105.55000305175781,109.5,103.6500015258789,108.30000305175781,41363
2020-04-20 00:00:00+00:00,98.72804260253906,100.19999694824219,108.44999694824219,97.5999984741211,107.94999694824219,35262
2020-04-21 00:00:00+00:00,94.24488830566406,95.6500015258789,107.0,94.5,99.69999694824219,56863
2020-04-22 00:00:00+00:00,100.69866180419922,102.19999694824219,103.30000305175781,95.0,95.0,48586
2020-04-23 00:00:00+00:00,98.38318634033203,99.8499984741211,106.0,99.05000305175781,103.94999694824219,55236
2020-04-24 00:00:00+00:00,95.5257797241211,96.94999694824219,101.0,96.0,101.0,37235
2020-04-27 00:00:00+00:00,98.18612670898438,99.6500015258789,105.5999984741211,98.5999984741211,103.0,68742
2020-04-28 00:00:00+00:00,97.59494018554688,99.05000305175781,101.5,97.5,101.3499984741211,15623
2020-04-29 00:00:00+00:00,94.88533782958984,96.30000305175781,101.0,95.0999984741211,101.0,30624
2020-04-30 00:00:00+00:00,99.9104232788086,101.4000015258789,105.30000305175781,97.05000305175781,99.80000305175781,114474
2020-05-04 00:00:00+00:00,97.98905944824219,99.44999694824219,101.0,96.80000305175781,101.0,70137
2020-05-05 00:00:00+00:00,100.35380554199219,101.8499984741211,104.69999694824219,98.0,102.9000015258789,359827
2020-05-06 00:00:00+00:00,98.92510986328125,100.4000015258789,105.0,98.1500015258789,105.0,26895
2020-05-07 00:00:00+00:00,97.10228729248047,98.55000305175781,101.55000305175781,97.69999694824219,100.55000305175781,34421
2020-05-08 00:00:00+00:00,95.87065124511719,97.30000305175781,101.0,96.55000305175781,99.6500015258789,20547
2020-05-11 00:00:00+00:00,98.5309829711914,100.0,101.4000015258789,97.05000305175781,97.05000305175781,19345
2020-05-12 00:00:00+00:00,103.2112045288086,104.75,107.8499984741211,98.25,102.30000305175781,160682
2020-05-13 00:00:00+00:00,116.41436004638672,118.1500015258789,125.69999694824219,105.55000305175781,109.0,524531
2020-05-14 00:00:00+00:00,110.94588470458984,112.5999984741211,124.5,110.25,122.5,448998
2020-05-15 00:00:00+00:00,132.72122192382812,134.6999969482422,135.10000610351562,119.1500015258789,123.5,1735151
2020-05-18 00:00:00+00:00,120.6019287109375,122.4000015258789,134.89999389648438,120.25,134.89999389648438,490418
2020-05-19 00:00:00+00:00,120.79898071289062,122.5999984741211,127.6500015258789,121.0,127.6500015258789,134036
2020-05-20 00:00:00+00:00,118.92689514160156,120.69999694824219,124.75,113.8499984741211,122.5999984741211,347882
2020-05-21 00:00:00+00:00,121.88282012939453,123.69999694824219,125.19999694824219,120.25,123.0,176905
2020-05-22 00:00:00+00:00,125.62700653076172,127.5,130.64999389648438,122.6500015258789,123.9000015258789,135825
2020-05-26 00:00:00+00:00,125.92259979248047,127.80000305175781,133.6999969482422,125.6500015258789,130.9499969482422,115211
2020-05-27 00:00:00+00:00,132.57345581054688,134.5500030517578,137.0500030517578,125.8499984741211,128.75,215117
2020-05-28 00:00:00+00:00,132.08078002929688,134.0500030517578,142.4499969482422,132.0,136.39999389648438,223708
2020-05-29 00:00:00+00:00,130.15943908691406,132.10000610351562,137.89999389648438,130.9499969482422,134.8000030517578,101741
2020-06-01 00:00:00+00:00,140.554443359375,142.64999389648438,147.4499969482422,132.0,135.0,958413
2020-06-02 00:00:00+00:00,136.46542358398438,138.5,142.60000610351562,136.10000610351562,142.5,141136
2020-06-03 00:00:00+00:00,132.81976318359375,134.8000030517578,140.5,132.25,136.0,93155
