Price,Adj Close,Close,High,Low,Open,Volume
Ticker,KTKBANK.NS,KTKBANK.NS,KTKBANK.NS,KTKBANK.NS,KTKBANK.NS,KTKBANK.NS
Date,,,,,,
2000-05-10 00:00:00+00:00,7.220455169677734,16.231164932250977,16.231164932250977,15.832036972045898,15.832036972045898,939
2000-05-11 00:00:00+00:00,6.93637228012085,15.592560768127441,15.965080261230469,14.940653800964355,15.965080261230469,1879
2000-05-12 00:00:00+00:00,6.699633598327637,15.060392379760742,15.459519386291504,15.033782958984375,15.459519386291504,1127
2000-05-15 00:00:00+00:00,6.835759162902832,15.366389274597168,15.432909965515137,15.299867630004883,15.299867630004883,751
2000-05-16 00:00:00+00:00,6.486571788787842,14.581439018249512,15.406302452087402,14.368572235107422,15.406302452087402,1127
2000-05-17 00:00:00+00:00,6.829840660095215,15.353084564208984,15.353084564208984,15.353084564208984,15.353084564208984,187
2000-05-18 00:00:00+00:00,7.220455169677734,16.231164932250977,16.497249603271484,15.299867630004883,15.432909965515137,2254
2000-05-19 00:00:00+00:00,6.86535120010376,15.432909965515137,15.698994636535645,14.953957557678223,15.698994636535645,2067
2000-05-22 00:00:00+00:00,6.693716049194336,15.047087669372559,15.432909965515137,14.395179748535156,15.432909965515137,1691
2000-05-23 00:00:00+00:00,6.332692623138428,14.235528945922852,14.900740623474121,14.235528945922852,14.900740623474121,4134
2000-05-24 00:00:00+00:00,6.279428482055664,14.115791320800781,14.50161361694336,14.102486610412598,14.169008255004883,6013
2000-05-25 00:00:00+00:00,6.397796154022217,14.381875991821289,14.621352195739746,14.115791320800781,14.355266571044922,2818
2000-05-26 00:00:00+00:00,6.569431781768799,14.767699241638184,15.033782958984375,14.621352195739746,14.621352195739746,3006
2000-05-29 00:00:00+00:00,6.43330717086792,14.461701393127441,14.634655952453613,13.83640193939209,13.83640193939209,2818
2000-05-30 00:00:00+00:00,6.30902099609375,14.18231201171875,14.634655952453613,14.102486610412598,14.395179748535156,6952
2000-05-31 00:00:00+00:00,6.610858917236328,14.860828399658203,14.900740623474121,14.421789169311523,14.900740623474121,4134
2000-06-01 00:00:00+00:00,6.622695446014404,14.887436866760254,14.900740623474121,14.368572235107422,14.395179748535156,4697
2000-06-02 00:00:00+00:00,6.628612995147705,14.900740623474121,14.953957557678223,14.767699241638184,14.900740623474121,5449
2000-06-05 00:00:00+00:00,6.746983051300049,15.166826248168945,15.698994636535645,14.900740623474121,15.67238712310791,7516
2000-06-06 00:00:00+00:00,6.889024257659912,15.486126899719238,15.698994636535645,14.78100299835205,15.366389274597168,5261
2000-06-07 00:00:00+00:00,6.687798976898193,15.033782958984375,15.565953254699707,14.634655952453613,14.674569129943848,5073
2000-06-08 00:00:00+00:00,6.776573657989502,15.233346939086914,15.499430656433105,15.047087669372559,15.166826248168945,3006
